-1.4	-1	0.06699751
-1.4	-0.8	-0.01376184
-1.4	-0.6	-0.07110721
-1.4	-0.4	0.2502098
-1.4	-0.2	0.5602313
-1.4	0	0.06755001
-1.4	0.2	0.3167868
-1.4	0.4	0.1130558
-1.4	0.6	0.3320801
-1.4	0.8	0.353453
-1.4	1	0.2487531
-1.4	1.2	0.2040514
-1.4	1.4	0.2024813
-1.4	1.6	-0.3747317
-1.4	1.8	0.1143965
-1.4	2	-0.2261343
-1.2	-2	-0.2410813
-1.2	-1.8	0.1304447
-1.2	-1.6	0.1097588
-1.2	-1.4	0.197508
-1.2	-1.2	0.02802515
-1.2	-1	-0.0003447772
-1.2	-0.8	0.4140009
-1.2	-0.6	-0.06166947
-1.2	-0.4	0.5888089
-1.2	-0.2	-0.10644
-1.2	0	-0.07311616
-1.2	0.2	-0.0826089
-1.2	0.4	0.1105411
-1.2	0.6	-0.07759317
-1.2	0.8	-0.01537155
-1.2	1	0.7391831
-1.2	1.2	0.03994001
-1.2	1.4	0.3807516
-1.2	1.6	-0.3279437
-1.2	1.8	0.1204244
-1.2	2	-0.08530752
-1	-2	0.05040011
-1	-1.8	0.01447645
-1	-1.6	0.4903926
-1	-1.4	0.06929596
-1	-1.2	0.130603
-1	-1	1.056402
-1	-0.8	0.2319937
-1	-0.6	0.1793627
-1	-0.4	0.0569418
-1	-0.2	0.1269434
-1	0	-0.3186456
-1	0.2	-0.428367
-1	0.4	-0.4252905
-1	0.6	-0.5340999
-1	0.8	-0.07388646
-1	1	-0.09605292
-1	1.2	0.4809196
-1	1.4	0.2666855
-1	1.6	0.002395839
-1	1.8	0.5339205
-1	2	0.1504807
-0.8	-2	0.2006148
-0.8	-1.8	0.2224057
-0.8	-1.6	0.1917841
-0.8	-1.4	0.1557736
-0.8	-1.2	0.2192518
-0.8	-1	0.05337599
-0.8	-0.8	-0.0781978
-0.8	-0.6	-0.01158721
-0.8	-0.4	-0.288258
-0.8	-0.2	-1.004513
-0.8	0	-0.9554391
-0.8	0.2	-0.7174391
-0.8	0.4	-1.235933
-0.8	0.6	-0.9599741
-0.8	0.8	-0.1794326
-0.8	1	-0.01974828
-0.8	1.2	0.6616029
-0.8	1.4	0.288977
-0.8	1.6	0.5458764
-0.8	1.8	0.07558276
-0.8	2	0.1877874
-0.6	-2	0.08224428
-0.6	-1.8	0.1040625
-0.6	-1.6	-0.04987297
-0.6	-1.4	0.04598911
-0.6	-1.2	-0.01596879
-0.6	-1	0.3907733
-0.6	-0.8	0.2464308
-0.6	-0.6	-0.1877135
-0.6	-0.4	-0.4756538
-0.6	-0.2	-1.979941
-0.6	0	-0.3008906
-0.6	0.2	-0.6127149
-0.6	0.4	-0.7941133
-0.6	0.6	-0.2137728
-0.6	0.8	-0.005487201
-0.6	1	0.8025632
-0.6	1.2	-0.0349872
-0.6	1.4	0.2816327
-0.6	1.6	0.006544169
-0.6	1.8	0.09068711
-0.6	2	0.1758072
-0.4	-2	0.3468869
-0.4	-1.8	0.1570583
-0.4	-1.6	0.2487285
-0.4	-1.4	-0.1213001
-0.4	-1.2	0.4747783
-0.4	-1	-0.05231437
-0.4	-0.8	-0.3029744
-0.4	-0.6	-0.3904731
-0.4	-0.4	-0.7401016
-0.4	-0.2	-2.026857
-0.4	0	-1.310329
-0.4	0.2	-0.7128728
-0.4	0.4	-0.6891939
-0.4	0.6	-0.2084769
-0.4	0.8	-0.08614588
-0.4	1	0.0612788
-0.4	1.2	0.1481008
-0.4	1.4	0.1236321
-0.4	1.6	0.01590067
-0.4	1.8	0.1143017
-0.4	2	-0.08012325
-0.2	-2	0.08620897
-0.2	-1.8	0.06408281
-0.2	-1.6	-0.174071
-0.2	-1.4	0.4776587
-0.2	-1.2	-0.3027327
-0.2	-1	-0.1201742
-0.2	-0.8	-0.1550078
-0.2	-0.6	-0.2016389
-0.2	-0.4	-1.125015
-0.2	-0.2	-1.447779
-0.2	0	-1.804693
-0.2	0.2	-1.494621
-0.2	0.4	-1.551696
-0.2	0.6	-0.6157447
-0.2	0.8	-0.07101798
-0.2	1	0.1301602
-0.2	1.2	-0.1431225
-0.2	1.4	0.3163841
-0.2	1.6	-0.1597329
-0.2	1.8	0.08525943
-0.2	2	0.078639
0	-2	-0.05999597
0	-1.8	0.09919599
0	-1.6	0.04193438
0	-1.4	0.3317492
0	-1.2	0.180948
0	-1	0.09215048
0	-0.8	-0.02679568
0	-0.6	-0.1619191
0	-0.4	-0.6552739
0	-0.2	-0.8934292
0	0	-0.6047612
0	0.2	-1.585323
0	0.4	-0.5350065
0	0.6	-0.4722471
0	0.8	-0.09063767
0	1	-0.1580035
0	1.2	0.2597279
0	1.4	0.4997669
0	1.6	0.2501275
0	1.8	0.06898
0	2	0.2422746
0.2	-2	0.3111644
0.2	-1.8	0.007676537
0.2	-1.6	-0.1552499
0.2	-1.4	-0.01494537
0.2	-1.2	0.3721012
0.2	-1	0.02489519
0.2	-0.8	-0.01141417
0.2	-0.6	0.1234473
0.2	-0.4	-0.1700238
0.2	-0.2	-0.9222691
0.2	0	-0.6845254
0.2	0.2	-0.4222756
0.2	0.4	-0.5108018
0.2	0.6	-0.2350992
0.2	0.8	0.105773
0.2	1	0.07800303
0.2	1.2	-0.08083528
0.2	1.4	-0.1631859
0.2	1.6	-0.002775137
0.2	1.8	0.2885929
0.2	2	0.06842846
0.4	-2	-0.05331566
0.4	-1.8	0.2816579
0.4	-1.6	0.2518462
0.4	-1.4	0.2204624
0.4	-1.2	0.2421131
0.4	-1	0.1671221
0.4	-0.8	1.285697
0.4	-0.6	0.1187501
0.4	-0.4	0.2233778
0.4	-0.2	-0.8574941
0.4	0	-0.1546926
0.4	0.2	-0.2626315
0.4	0.4	0.006646071
0.4	0.6	-0.1166845
0.4	0.8	0.1099447
0.4	1	0.2930484
0.4	1.2	0.01218167
0.4	1.4	0.03742284
0.4	1.6	0.1643773
0.4	1.8	0.2639625
0.4	2	0.13259
0.6	-2	0.07535734
0.6	-1.8	0.1082024
0.6	-1.6	-0.0643565
0.6	-1.4	-0.1449735
0.6	-1.2	0.03499006
0.6	-1	0.2186215
0.6	-0.8	0.0151054
0.6	-0.6	-0.07503368
0.6	-0.4	0.5477991
0.6	-0.2	-0.3574802
0.6	0	-0.1612951
0.6	0.2	-0.1286381
0.6	0.4	-0.1326517
0.6	0.6	-0.1335255
0.6	0.8	-0.2148885
0.6	1	0.2524752
0.6	1.2	-0.03131913
0.6	1.4	0.1073703
0.6	1.6	0.03349355
0.6	1.8	0.0686226
0.6	2	0.3664865
0.8	-2	0.2053819
0.8	-1.8	0.1571397
0.8	-1.6	-0.2457021
0.8	-1.4	0.06258084
0.8	-1.2	0.2977622
0.8	-1	0.3745273
0.8	-0.8	0.6074737
0.8	-0.6	0.03570014
0.8	-0.4	0.7595293
0.8	-0.2	0.09854668
0.8	0	0.3616208
0.8	0.2	-0.1588517
0.8	0.4	0.406155
0.8	0.6	-0.01935863
0.8	0.8	-0.07324275
0.8	1	-0.02583102
0.8	1.2	0.2003844
0.8	1.4	-0.1342695
0.8	1.6	-0.05222317
0.8	1.8	0.2937027
0.8	2	-0.05208017
1	-2	0.4029989
1	-1.8	-0.2388546
1	-1.6	0.1575258
1	-1.4	0.002990196
1	-1.2	-0.03355673
1	-1	-0.1043236
1	-0.8	0.7623923
1	-0.6	0.03307647
1	-0.4	0.3254943
1	-0.2	-0.06366529
1	0	0.2213657
1	0.2	0.08027856
1	0.4	-0.2521603
1	0.6	-0.1316652
1	0.8	-0.1985407
1	1	0.01722708
1	1.2	0.05156818
1	1.4	-0.01906687
1	1.6	-0.3005269
1	1.8	-0.02129545
1	2	0.1629199
1.2	-2	-0.03037267
1.2	-1.8	0.1071296
1.2	-1.6	0.2126606
1.2	-1.4	0.140927
1.2	-1.2	0.08764851
1.2	-1	0.2615466
1.2	-0.8	-0.1908735
1.2	-0.6	-0.009202796
1.2	-0.4	0.02055158
1.2	-0.2	-0.06361279
1.2	0	-0.02271418
1.2	0.2	-0.06964001
1.2	0.4	-0.02378861
1.2	0.6	0.009921558
1.2	0.8	-0.212821
1.2	1	-0.04469987
1.2	1.2	0.005337407
1.2	1.4	-0.4706113
1.2	1.6	0.06646396
1.2	1.8	0.100138
1.2	2	-0.02294692
1.4	-2	0.2528418
1.4	-1.8	-0.1106024
1.4	-1.6	0.1443349
1.4	-1.4	-0.07374732
1.4	-1.2	0.1613447
1.4	-1	0.07569494
1.4	-0.8	0.1264071
1.4	-0.6	-0.2505608
1.4	-0.4	0.08078302
1.4	-0.2	-0.126995
1.4	0	0.319772
1.4	0.2	0.08187087
1.4	0.4	0.3143696
1.4	0.6	0.02286775
1.4	0.8	-0.1154256
1.4	1	0.1306744
1.4	1.2	0.02855625
1.4	1.4	0.1345288
1.4	1.6	0.01387754
1.4	1.8	0.1924754
1.4	2	0.1895885
1.6	-2	0.2650235
1.6	-1.8	-0.07821272
1.6	-1.6	0.1275522
1.6	-1.4	0.3029507
1.6	-1.2	0.1585386
1.6	-1	-0.1672666
1.6	-0.8	-0.1249763
1.6	-0.6	-0.6418602
1.6	-0.4	-0.08157343
1.6	-0.2	0.002525644
1.6	0	0.05171401
1.6	0.2	0.06808956
1.6	0.4	0.2101731
1.6	0.6	0.04031649
1.6	0.8	-0.1836303
1.6	1	0.06617783
1.6	1.2	-0.02016441
1.6	1.4	0.3512279
1.6	1.6	0.1645083
1.6	1.8	0.3919469
1.6	2	0.19275
1.8	-2	0.4538919
1.8	-1.8	0.2102304
1.8	-1.6	0.1458107
1.8	-1.4	0.2019332
1.8	-1.2	0.1409277
1.8	-1	-0.2197711
1.8	-0.8	0.3743015
1.8	-0.6	-0.02491608
1.8	-0.4	-0.06488623
1.8	-0.2	0.008874225
1.8	0	0.07724032
1.8	0.2	-0.4132149
1.8	0.4	0.2587743
1.8	0.6	0.08024528
1.8	0.8	0.00912533
1.8	1	0.2314925
1.8	1.2	0.1438831
1.8	1.4	0.01361861
1.8	1.6	0.008693206
1.8	1.8	-0.0846492
1.8	2	0.1289735
2	-2	0.3160295
2	-1.8	0.3986519
2	-1.6	0.7228617
2	-1.4	0.2764288
2	-1.2	0.1682575
2	-1	-0.234294
2	-0.8	0.1031452
2	-0.6	0.08430044
2	-0.4	0.0279542
2	-0.2	0.4186715
2	0	0.1391796
2	0.2	0.5528379
2	0.4	0.5320063
2	0.6	0.2307356
2	0.8	0.211527
2	1	0.2732989
2	1.2	-0.2140127
2	1.4	-0.02293662
2	1.6	0.301341
2	1.8	0.05702374
2	2	-0.09084653
0	0	0.8478294
